0,0,123,37,0,38,198
0,0,123,38,0,38,199
0,0,0,38,0,38,76
0,0,1,37,0,39,77
0,0,0,38,0,38,76
0,0,0,38,0,37,75
0,0,0,37,0,38,75
0,0,1,38,0,39,78
0,0,1,38,0,38,77
0,0,0,39,0,38,77
0,0,0,37,0,38,75
0,0,10,38,0,38,86
0,0,7,38,0,38,83
0,0,8,38,0,38,84
0,0,8,37,0,38,83
0,0,7,37,0,38,82
0,0,7,37,0,38,82
0,0,7,39,0,38,84
0,0,7,38,0,38,83
0,0,7,38,0,38,83
0,0,149,38,0,38,225
0,0,142,39,0,38,219
0,0,136,37,0,38,211
0,0,135,38,0,38,211
0,0,135,38,0,39,212
0,0,133,38,0,38,209
0,0,133,38,0,38,209
0,0,132,38,0,38,208
0,0,131,38,0,38,207
0,0,131,37,0,38,206
0,0,131,38,0,38,207
0,0,130,38,0,38,206
0,0,130,37,0,39,206
0,0,129,36,0,38,203
0,0,129,37,0,38,204
0,0,128,38,0,38,204
0,0,129,38,0,38,205
0,0,128,38,0,38,204
0,0,127,37,0,38,202
0,0,7,37,0,37,81
0,0,7,38,0,38,83
0,0,0,38,0,38,76
0,0,1,38,1,38,78
0,0,1,38,0,38,77
0,0,0,37,0,38,75
0,0,0,38,0,39,77
0,0,1,38,0,38,77
0,0,0,38,0,39,77
0,0,0,38,0,38,76
0,0,0,39,0,39,78
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,147,38,0,38,223
0,0,132,37,0,39,208
0,0,127,38,0,38,203
0,0,126,38,0,38,202
0,0,126,38,0,38,202
0,0,124,38,0,38,200
0,0,123,38,0,38,199
0,0,123,37,0,37,197
0,0,122,38,0,38,198
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,38,0,37,75
0,0,0,37,0,37,74
0,0,0,38,0,38,76
0,0,1,37,0,39,77
0,0,0,39,0,38,77
0,0,1,37,0,39,77
0,0,1,38,0,38,77
0,0,0,38,0,38,76
0,0,1,38,0,38,77
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,1,38,0,37,76
0,0,1,37,0,38,76
0,0,0,38,0,39,77
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,38,0,39,77
0,0,1,38,0,38,77
0,0,0,39,0,38,77
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,1,38,0,40,79
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,1,39,0,38,78
0,0,1,38,0,38,77
0,0,0,38,0,39,77
0,0,1,39,0,38,78
0,0,140,39,0,38,217
0,0,141,38,0,38,217
0,0,130,38,0,38,206
0,0,129,37,0,38,204
0,0,128,37,0,38,203
0,0,126,37,0,38,201
0,0,125,38,0,38,201
0,0,124,38,0,38,200
0,0,123,38,0,38,199
0,0,123,38,0,38,199
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,1,39,0,38,78
0,0,1,38,0,38,77
0,0,1,38,0,39,78
0,0,1,38,0,39,78
0,0,0,38,0,39,77
0,0,0,39,0,38,77
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,38,1,39,78
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,39,0,38,77
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,38,0,40,78
0,0,0,38,0,38,76
0,0,1,39,0,39,79
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,1,39,0,39,79
0,0,1,37,1,38,77
0,0,0,37,0,39,76
0,0,0,41,0,38,79
0,0,1,37,0,38,76
0,0,1,38,1,38,78
0,0,0,37,0,38,75
0,0,0,38,0,39,77
0,0,1,38,0,38,77
0,0,0,37,0,38,75
0,0,1,37,0,38,76
0,0,147,38,0,38,223
0,0,134,37,0,39,210
0,0,128,38,0,38,204
0,0,128,38,0,38,204
0,0,127,36,0,38,201
0,0,126,38,0,38,202
0,0,124,37,0,38,199
0,0,123,38,0,38,199
0,0,122,39,0,38,199
0,0,0,37,0,38,75
0,0,1,38,0,38,77
0,0,1,37,0,39,77
0,0,1,37,1,39,78
0,0,0,38,0,37,75
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,38,0,39,77
0,0,10,38,0,38,86
0,0,1,37,0,38,76
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,0,37,0,39,76
0,0,1,37,0,38,76
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,0,38,0,39,77
0,0,1,37,0,38,76
0,0,0,38,0,38,76
0,0,1,37,0,38,76
0,0,0,37,1,38,76
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,38,0,37,75
0,0,1,37,0,38,76
0,0,0,36,0,38,74
0,0,0,38,0,38,76
0,0,1,37,0,38,76
0,0,0,37,0,38,75
0,0,144,38,0,38,220
0,0,130,37,0,38,205
0,0,128,37,0,38,203
0,0,128,37,0,38,203
0,0,127,38,0,38,203
0,0,125,38,0,38,201
0,0,124,36,0,37,197
0,0,123,37,0,37,197
0,0,122,38,0,38,198
0,0,0,38,0,38,76
0,0,1,38,0,38,77
0,0,0,38,0,37,75
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,1,37,0,39,77
0,0,0,37,0,38,75
0,0,1,38,0,39,78
0,0,0,38,0,38,76
0,0,1,38,0,38,77
0,0,1,38,0,38,77
0,0,0,37,0,37,74
0,0,0,38,0,38,76
0,0,1,38,0,38,77
0,0,1,37,0,38,76
0,0,0,37,0,38,75
0,0,0,37,0,39,76
0,0,0,38,0,38,76
0,0,1,38,0,38,77
0,0,0,39,0,38,77
0,0,0,38,0,37,75
0,0,8,37,0,38,83
0,0,7,37,0,38,82
0,0,8,38,0,38,84
0,0,8,38,0,38,84
0,0,7,38,0,38,83
0,0,155,37,0,39,231
0,0,138,36,0,38,212
0,0,136,38,0,38,212
0,0,135,38,0,38,211
0,0,134,38,0,39,211
0,0,133,38,0,38,209
0,0,132,37,0,38,207
0,0,132,36,0,38,206
0,0,131,37,0,38,206
0,0,131,38,0,38,207
0,0,130,37,0,38,205
0,0,130,38,0,38,206
0,0,130,38,0,38,206
0,0,130,36,0,38,204
0,0,129,37,0,38,204
0,0,129,38,0,38,205
0,0,128,37,0,38,203
0,0,128,37,0,38,203
0,0,7,37,0,38,82
0,0,7,37,0,38,82
0,0,7,38,0,39,84
0,0,7,37,0,38,82
0,0,7,38,0,37,82
0,0,10,38,0,38,86
0,0,0,36,0,39,75
0,0,1,37,0,38,76
0,0,1,38,0,38,77
0,0,145,38,0,37,220
0,0,140,37,0,37,214
0,0,130,38,0,39,207
0,0,127,37,0,38,202
0,0,126,36,0,38,200
0,0,126,37,0,37,200
0,0,124,37,0,38,199
0,0,124,37,0,38,199
0,0,123,37,0,38,198
0,0,122,37,0,38,197
0,0,1,38,0,38,77
0,0,0,38,0,39,77
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,1,37,0,38,76
0,0,0,38,0,38,76
0,0,1,37,0,37,75
0,0,0,37,0,38,75
0,0,1,37,0,38,76
0,0,0,37,0,38,75
0,0,1,37,0,38,76
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,1,38,0,38,77
0,0,0,37,0,38,75
0,0,1,38,0,38,77
0,0,0,37,0,39,76
0,0,0,38,0,39,77
0,0,1,38,0,39,78
0,0,0,37,0,38,75
0,0,0,37,0,38,75
0,0,0,38,0,37,75
0,0,0,36,0,38,74
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,0,38,0,38,76
0,0,1,38,0,38,77
0,0,0,37,0,38,75
0,0,0,39,0,38,77
0,0,0,37,0,39,76
0,0,145,38,0,38,221
0,0,131,36,0,39,206
0,0,127,38,0,38,203
0,0,126,37,0,38,201
0,0,125,38,0,38,201
0,0,123,37,0,38,198
0,0,123,37,0,38,198
0,0,122,38,0,38,198
0,0,122,37,0,38,197
0,0,0,37,0,38,75
0,0,0,38,0,38,76
0,0,10,37,0,38,85
0,0,7,37,0,38,82
0,0,0,37,0,38,75
0,0,0,37,0,37,74
0,0,0,37,0,38,75
0,0,1,36,0,38,75
0,0,0,38,0,37,75
0,0,0,37,1,37,75
