param:  TS:        Ptotal     Qtotal:=
		1	6516	715
		2	6499	724
		3	6522	723
		4	4710	416
		5	4727	418
		6	4736	418
		7	4694	414
		8	4688	413
		9	4705	412
		10	4605	422
		11	4545	428
		12	4559	416
		13	4535	406
		14	4535	408
		15	4531	402
		16	4541	409
		17	4568	410
		18	4547	401
		19	4531	405
		20	4541	419
		21	4595	419
		22	4609	418
		23	4654	424
		24	4607	416
		25	4609	422
		26	4619	408
		27	4594	408
		28	4574	403
		29	4583	411
		30	4585	449
		31	4573	423
		32	4594	438
		33	4605	433
		34	4589	427
		35	4609	421
		36	5189	766
		37	4711	426
		38	4728	421
		39	4678	418
		40	4740	426
		41	4729	426
		42	4675	416
		43	4651	412
		44	4676	419
		45	4676	413
		46	4564	421
		47	4553	419
		48	350	416
		49	327	402
		50	334	406
		51	4602	433
		52	4522	409
		53	329	413
		54	327	414
		55	326	406
		56	337	422
		57	335	412
		58	343	421
		59	348	427
		60	348	413
		61	346	413
		62	348	411
		63	75	38
		64	74	37
		65	75	39
		66	74	36
		67	73	37
		68	80	38
		69	75	36
		70	73	38
		71	76	40
		72	74	36
		73	74	39
		74	218	44
		75	205	40
		76	203	41
		77	201	41
		78	201	40
		79	201	40
		80	198	39
		81	199	39
		82	275	30
		83	199	40
		84	80	36
		85	1052	241
		86	1605	294
		87	1724	305
		88	1760	312
		89	1794	317
		90	1814	313
		91	1821	313
		92	1828	317
		93	196	39
		94	181	36
		95	173	31
		96	174	31
		97	173	34
		98	174	35
		99	172	33
		100	172	31
		101	170	33
		102	170	30
		103	169	32
		104	170	30
		105	209	40
		106	207	38
		107	205	38
		108	205	41
		109	204	39
		110	82	36
		111	82	36
		112	82	36
		113	83	36
		114	82	36
		115	82	34
		116	84	37
		117	81	38
		118	82	37
		119	223	44
		120	209	42
		121	208	37
		122	203	39
		123	203	39
		124	201	37
		125	200	39
		126	199	39
		127	198	38
		128	197	38
		129	75	37
		130	75	37
		131	76	34
		132	76	37
		133	74	34
		134	76	35
		135	76	36
		136	74	35
		137	1415	271
		138	1632	297
		139	1738	317
		140	1769	311
		141	1784	318
		142	1800	321
		143	1817	327
		144	1792	325
		145	1795	326
		146	1801	328
		147	1799	326
		148	1811	329
		149	1814	330
		150	1815	329
		151	1817	328
		152	1823	333
		153	1825	329
		154	1819	334
		155	1829	335
		156	1825	328
		157	1822	328
		158	1828	328
		159	1977	341
		160	174	31
		161	166	30
		162	167	31
		163	164	31
		164	163	31
		165	165	29
		166	162	30
		167	161	30
		168	161	28
		169	40	27
		170	40	26
		171	40	28
		172	39	27
		173	39	28
		174	38	27
		175	77	34
		176	74	35
		177	77	36
		178	75	36
		179	84	38
		180	75	36
		181	74	36
		182	74	35
		183	73	36
		184	76	35
		185	75	36
		186	85	37
		187	80	36
		188	81	34
		189	81	36
		190	231	47
		191	213	40
		192	210	44
		193	210	42
		194	209	41
		195	207	40
		196	207	39
		197	207	42
		198	205	41
		199	206	41
		200	207	41
		201	207	38
		202	205	39
		203	207	40
		204	206	41
		205	202	42
		206	203	41
		207	202	42
		208	203	37
		209	82	36
		210	82	34
		211	82	34
		212	81	34
		213	81	36
		214	81	36
		215	82	36
		216	83	34
		217	80	37
		218	223	47
		219	210	41
		220	209	41
		221	208	43
		222	203	41
		223	202	41
		224	203	40
		225	200	40
		226	197	39
		227	199	38
		228	196	37
		229	197	36
		230	75	38
		231	74	40
		232	76	38
		233	76	37
		234	74	37
		235	75	37
		236	75	39
		237	77	38
		238	74	38
		239	77	37
		240	75	37
		241	77	38
		242	75	38
		243	77	37
		244	76	35
		245	75	37
		246	1465	286
		247	1639	299
		248	1748	321
		249	1780	321
		250	1801	326
		251	1816	325
		252	1820	330
		253	1795	328
		254	1799	327
		255	1806	326
		256	1806	329
		257	1817	333
		258	1820	335
		259	1819	332
		260	1961	339
		261	1958	338
		262	1949	336
		263	1954	336
		264	1956	336
		265	1953	335
		266	1959	334
		267	1954	332
		268	1958	332
		269	38	27
		270	39	28
		271	41	26
		272	39	29
		273	40	30
		274	40	29
		275	39	27
		276	40	26
		277	40	29
		278	41	27
		279	307	48
		280	228	44
		281	321	41
		282	215	42
		283	225	45
		284	278	53
		285	256	53
		286	255	54
		287	253	52
		288	266	51
		289	263	56
		290	256	51
		291	248	51
		292	258	54
		293	275	51
		294	461	57
		295	530	56
		296	412	54
		297	399	53
		298	458	57
		299	526	54
		300	417	57
		301	540	54
		302	524	54
		303	472	54
		304	447	53
		305	272	55
		306	257	54
		307	1677	301
		308	2006	326
		309	1982	343
		310	1984	354
		311	2000	354
		312	2062	358
		313	2130	353
		314	2165	363
		315	2222	359
		316	2208	362
		317	2149	363
		318	2175	361
		319	2212	362
		320	2154	362
		321	2176	364
		322	2173	370
		323	2304	369
		324	2166	370
		325	2196	369
		326	2204	371
		327	2265	366
		328	2184	370
		329	350	47
		330	412	41
		331	388	44
		332	208	46
		333	226	43
		334	214	46
		335	213	44
		336	242	46
		337	212	46
		338	227	46
		339	216	46
		340	229	46
		341	207	47
		342	213	44
		343	223	45
		344	377	52
		345	246	53
		346	264	54
		347	272	53
		348	251	54
		349	251	54
		350	263	54
		351	258	54
		352	260	54
		353	250	54
		354	261	55
		355	266	54
		356	391	59
		357	380	57
		358	389	56
		359	373	56
		360	389	54
		361	384	57
		362	366	55
		363	373	55
		364	368	56
		365	246	57
		366	249	55
		367	258	56
		368	250	53
		369	254	53
		370	249	54
		371	241	55
		372	302	54
		373	240	56
		374	386	53
		375	239	56
		376	274	56
		377	291	55
		378	1684	322
		379	1904	345
		380	1973	359
		381	2100	358
		382	2174	354
		383	2176	355
		384	1995	353
		385	2018	353
		386	2056	357
		387	1995	361
		388	2022	362
		389	2075	362
		390	2157	362
		391	2104	361
		392	2063	366
		393	2176	366
		394	2277	368
		395	2154	368
		396	2179	371
		397	2147	368
		398	2172	367
		399	2167	370
		400	2152	368
		401	395	46
		402	503	44
		403	270	45
		404	244	44
		405	307	43
		406	274	46
		407	266	46
		408	244	47
		409	273	45
		410	261	43
		411	238	45
		412	364	42
		413	265	44
		414	309	46
		415	239	42
		416	277	55
		417	84	38
		418	76	35
		419	73	35
		420	74	37
		421	73	38
		422	74	37
		423	76	37
		424	75	35
		425	73	37
		426	73	37
		427	74	39
		428	75	39
		429	75	37
		430	74	38
		431	74	34
		432	73	35
		433	75	36
		434	1467	281
		435	1811	313
		436	1886	325
		437	1917	327
		438	1938	330
		439	1919	332
		440	1923	335
		441	1932	332
		442	1935	335
		443	1943	335
		444	1829	338
		445	1827	338
		446	1833	342
		447	1838	342
		448	1836	336
		449	1850	342
		450	1855	343
		451	1845	342
		452	1845	342
		453	1847	347
		454	1849	347
		455	1854	345
		456	1852	345
		457	1854	346
		458	38	29
		459	41	27
		460	39	27
		461	39	28
		462	38	27
		463	48	31
		464	44	29
		465	46	28
		466	46	26
		467	45	26
		468	188	36
		469	176	33
		470	174	31
		471	174	32
		472	173	32
		473	173	32
		474	211	40
		475	209	40
		476	208	41
		477	208	40
		478	205	41
		479	205	40
		480	205	41
		481	205	40
		482	203	37
		483	206	41
		484	83	36
		485	84	37
		486	83	37
		487	83	39
		488	82	37
		489	83	38
		490	83	36
		491	83	36
		492	2861	1670
		493	1744	321
		494	1869	340
		495	1923	348
		496	1942	347
		497	1920	346
		498	1930	352
		499	1941	355
		500	1946	338
		501	1947	338
		502	1950	338
		503	1837	338
		504	1837	338
		505	1841	342
		506	1846	343
		507	1847	347
		508	1851	345
		509	1852	346
		510	1852	346
		511	1855	346
		512	1855	351
		513	1858	347
		514	1859	349
		515	1863	349
		516	1862	349
		517	1860	349
		518	39	29
		519	39	28
		520	39	28
		521	41	30
		522	39	28
		523	39	28
		524	40	30
		525	41	30
		526	40	30
		527	38	31
		528	40	30
		529	40	31
		530	40	31
		531	39	28
		532	39	30
		533	38	28
		534	186	37
		535	177	34
		536	207	41
		537	203	40
		538	201	40
		539	203	40
		540	201	37
		541	200	39
		542	199	38
		543	74	39
		544	77	38
		545	75	38
		546	76	38
		547	78	39
		548	75	38
		549	76	39
		550	76	39
		551	74	38
		552	1592	322
		553	1743	336
		554	1796	345
		555	1819	344
		556	1829	344
		557	1838	344
		558	1815	343
		559	1826	345
		560	1830	344
		561	1833	344
		562	1839	347
		563	1841	351
		564	1844	348
		565	1847	351
		566	1852	350
		567	1848	350
		568	1853	349
		569	1854	348
		570	1857	347
		571	1998	355
		572	1993	349
		573	1988	349
		574	1986	348
		575	1988	348
		576	1987	348
		577	1989	348
		578	1991	350
		579	160	30
		580	39	28
		581	39	30
		582	41	30
		583	39	30
		584	39	30
		585	39	30
		586	40	30
		587	41	30
		588	40	30
		589	39	28
		590	39	30
		591	39	27
		592	38	27
		593	38	28
		594	39	30
		595	39	30
		596	39	30
		597	78	38
		598	78	39
		599	77	39
		600	77	39
		601	77	36
		602	76	36
		603	74	39
		604	75	38
		605	74	39
		606	76	38
		607	77	40
		608	78	40
		609	1089	276
		610	1626	318
		611	1753	335
		612	1800	339
		613	1967	347
		614	1969	348
		615	1939	348
		616	1956	345
		617	1956	349
		618	1963	348
		619	1963	351
		620	1968	347
		621	1970	353
		622	1847	352
		623	1851	354
		624	1853	354
		625	1854	355
		626	1855	354
		627	1859	357
		628	1858	353
		629	1862	351
		630	1863	352
		631	1864	353
		632	1864	352
		633	1864	352
		634	1863	352
		635	1877	355
		636	46	30
		637	45	28
		638	47	28
		639	45	28
		640	45	28
		641	46	29
		642	48	29
		643	190	38
		644	181	34
		645	176	34
		646	175	34
		647	175	34
		648	173	33
		649	172	33
		650	171	33
		651	172	34
		652	172	34
		653	210	41
		654	207	40
		655	207	39
		656	207	41
		657	204	40
		658	206	42
		659	204	38
		660	83	35
		661	84	36
		662	81	37
		663	82	37
		664	84	36
		665	75	37
		666	76	38
		667	75	39
		668	77	37
		669	76	39
		670	77	38
		671	222	43
		672	209	41
		673	205	40
		674	202	39
		675	199	40
		676	1663	302
		677	1831	331
		678	1905	342
		679	1930	341
		680	1779	343
		681	1800	348
		682	1797	344
		683	1809	344
		684	1813	346
		685	1820	343
		686	1830	344
		687	1829	346
		688	1824	349
		689	1832	352
		690	1834	352
		691	1833	351
		692	1839	353
		693	1841	353
		694	1840	347
		695	1837	342
		696	1840	343
		697	1838	343
		698	1836	345
		699	1840	343
		700	1843	346
		701	1842	345
		702	1842	346
		703	1845	346
		704	1842	346
		705	1844	347
		706	1841	344
		707	1843	342
		708	38	38
		709	39	28
		710	38	28
		711	39	30
		712	183	36
		713	170	33
		714	167	28
		715	165	31
		716	164	31
		717	165	28
		718	163	31
		719	162	27
		720	163	28
		721	81	38
		722	75	39
		723	75	37
		724	83	34
		725	76	37
		726	78	37
		727	75	39
		728	74	37
		729	75	37
		730	78	35
		731	75	38
		732	75	38
		733	75	38
		734	77	38
		735	75	37
		736	76	41
		737	75	38
		738	75	38
		739	74	38
		740	75	36
		741	76	39
		742	74	39
		743	1618	311
		744	1698	318
		745	1769	329
		746	1799	336
		747	1814	337
		748	1826	339
		749	1947	348
		750	1944	348
		751	1939	344
		752	1944	343
		753	1944	343
		754	1946	342
		755	1946	342
		756	1952	339
		757	1949	340
		758	1828	335
		759	1831	350
		760	1837	357
		761	1831	353
		762	1837	355
		763	1838	352
		764	1839	352
		765	1836	354
		766	1843	356
		767	1840	353
		768	1840	354
		769	1843	353
		770	1844	351
		771	1845	352
		772	1842	355
		773	1847	352
		774	1847	352
		775	1847	351
		776	1845	352
		777	41	28
		778	39	30
		779	39	30
		780	40	29
		781	39	27
		782	39	29
		783	40	30
		784	40	29
		785	49	32
		786	39	27
		787	39	28
		788	39	30
		789	38	30
		790	223	45
		791	209	39
		792	204	41
		793	202	41
		794	203	39
		795	203	36
		796	200	36
		797	198	37
		798	199	38
		799	75	36
		800	76	39
		801	76	38
		802	75	38
		803	75	39
		804	76	39
		805	77	37
		806	76	39
		807	75	37
		808	77	38
		809	76	38
		810	82	36
		811	1631	314
		812	1711	319
		813	1765	326
		814	1791	330
		815	1797	334
		816	1819	334
		817	1783	335
		818	1941	342
		819	1938	340
		820	1938	343
		821	1942	346
		822	1947	342
		823	1947	342
		824	1953	340
		825	1954	342
		826	1956	347
		827	1955	342
		828	1959	345
		829	1959	341
		830	1960	347
		831	1961	344
		832	1967	346
		833	1966	347
		834	1966	349
		835	1847	345
		836	1844	344
		837	1845	341
		838	1851	343
		839	1844	342
		840	1841	341
		841	1844	339
		842	1843	339
		843	1844	339
		844	38	27
		845	39	30
		846	183	33
		847	170	30
		848	168	31
		849	166	31
		850	165	30
		851	163	29
		852	163	30
		853	161	29
		854	159	30
		855	39	26
		856	40	26
		857	38	29
		858	77	37
		859	76	35
		860	75	38
		861	74	37
		862	76	35
		863	76	34
		864	75	38
		865	75	37
		866	75	38
		867	76	37
		868	74	35
		869	75	37
		870	77	38
		871	75	38
		872	74	38
		873	77	37
		874	74	37
		875	1255	266
		876	1661	312
		877	1744	325
		878	1770	328
		879	1796	328
		880	1775	329
		881	1783	332
		882	1790	335
		883	1798	338
		884	1808	336
		885	1813	335
		886	1815	341
		887	1963	339
		888	1950	337
		889	1957	338
		890	1955	335
		891	1953	333
		892	1957	334
		893	1959	328
		894	1960	326
		895	1959	326
		896	1838	327
		897	1838	325
		898	1848	329
		899	1848	327
		900	1839	326
		901	1840	324
		902	1839	326
		903	1844	329
		904	1845	330
		905	1848	330
		906	38	28
		907	37	26
		908	39	29
		909	38	27
		910	39	27
		911	39	27
		912	39	27
		913	38	29
		914	39	29
		915	39	27
		916	38	30
		917	38	29
		918	38	29
		919	37	27
		920	38	26
		921	39	26
		922	76	37
		923	75	37
		924	219	44
		925	206	39
		926	201	37
		927	200	37
		928	201	39
		929	199	35
		930	198	39
		931	196	37
		932	195	37
		933	75	35
		934	73	37
		935	74	38
		936	73	35
		937	75	37
		938	74	34
		939	74	36
		940	74	37
		941	1539	274
		942	1719	310
		943	1750	318
		944	1774	316
		945	1783	318
		946	1796	322
		947	1807	320
		948	1812	323
		949	1823	323
		950	1823	325
		951	1832	327
		952	1830	328
		953	1833	325
		954	1833	325
		955	1837	326
		956	1843	324
		957	1843	326
		958	1846	326
		959	1856	327
		960	1854	321
		961	1861	325
		962	1859	323
		963	1856	319
		964	1997	335
		965	177	34
		966	177	32
		967	174	34
		968	174	33
		969	174	31
		970	172	33
		971	171	32
		972	171	30
		973	170	30
		974	169	32
		975	168	30
		976	171	30
		977	169	31
		978	167	31
		979	169	29
		980	168	31
		981	44	26
		982	82	34
		983	82	34
		984	82	36
		985	81	34
		986	81	37
		987	79	33
		988	82	34
		989	82	36
		990	226	45
		991	219	43
		992	213	39
		993	211	41
		994	209	43
		995	209	41
		996	210	42
		997	204	39
		998	202	37
		999	199	39
		1000	199	39
		1001	198	38
		1002	197	38
		1003	75	38
		1004	74	38
		1005	74	37
		1006	73	35
		1007	74	37
		1008	74	37
		1009	74	37
		1010	74	38
		1011	75	35
		1012	75	37
		1013	1428	264
		1014	1660	297
		1015	1766	313
		1016	1792	317
		1017	1812	318
		1018	1824	321
		1019	1830	320
		1020	1804	321
		1021	1813	322
		1022	1815	321
		1023	1817	322
		1024	1820	322
		1025	1831	325
		1026	1830	326
		1027	1838	328
		1028	1835	329
		1029	1843	327
		1030	1839	327
		1031	1840	327
		1032	1844	329
		1033	1990	334
		1034	1977	335
		1035	1975	335
		1036	1974	331
		1037	1973	333
		1038	162	26
		1039	163	27
		1040	164	29
		1041	161	29
		1042	38	28
		1043	39	28
		1044	39	28
		1045	39	28
		1046	41	26
		1047	39	26
		1048	38	29
		1049	38	25
		1050	40	27
		1051	39	25
		1052	38	25
		1053	40	26
		1054	38	26
		1055	75	38
		1056	84	38
		1057	85	39
		1058	74	38
		1059	73	35
		1060	73	36
		1061	74	37
		1062	73	37
		1063	73	34
		1064	73	36
		1065	73	35
		1066	74	36
		1067	75	38
		1068	74	36
		1069	220	45
		1070	209	41
		1071	201	37
		1072	198	36
		1073	200	39
		1074	198	39
		1075	1402	247
		1076	1750	296
		1077	1878	314
		1078	1789	316
		1079	1782	312
		1080	1789	311
		1081	1791	313
		1082	1804	312
		1083	1811	319
		1084	1816	313
		1085	1829	336
		1086	1827	332
		1087	1830	333
		1088	1830	333
		1089	1846	336
		1090	1840	334
		1091	1840	337
		1092	1829	330
		1093	1845	336
		1094	1850	335
		1095	1852	337
		1096	1858	334
		1097	39	29
		1098	39	27
		1099	39	27
		1100	39	27
		1101	40	25
		1102	39	26
		1103	38	27
		1104	39	29
		1105	40	29
		1106	41	28
		1107	38	27
		1108	38	26
		1109	39	28
		1110	40	26
		1111	187	35
		1112	174	30
		1113	204	39
		1114	203	38
		1115	202	38
		1116	201	36
		1117	202	40
		1118	200	39
		1119	198	36
		1120	76	36
		1121	75	37
		1122	73	35
		1123	75	37
		1124	74	36
		1125	73	34
		1126	75	36
		1127	73	38
		1128	75	37
		1129	73	34
		1130	75	37
		1131	75	39
		1132	73	38
		1133	75	37
		1134	74	37
		1135	74	36
		1136	75	36
		1137	75	37
		1138	76	38
		1139	76	34
		1140	75	35
		1141	74	35
		1142	74	38
		1143	74	35
		1144	81	37
		1145	81	37
		1146	82	34
		1147	82	36
		1148	222	43
		1149	212	42
		1150	213	40
		1151	210	38
		1152	210	41
		1153	206	41
		1154	206	41
		1155	207	40
		1156	205	38
		1157	206	38
		1158	204	40
		1159	205	40
		1160	204	39
		1161	203	40
		1162	202	39
		1163	204	41
		1164	81	39
		1165	81	36
		1166	82	38
		1167	83	36
		1168	82	36
		1169	84	36
		1170	83	37
		1171	83	36
		1172	83	35
		1173	80	36
		1174	228	48
		1175	212	42
		1176	208	40
		1177	207	36
		1178	202	40
		1179	204	39
		1180	203	38
		1181	202	38
		1182	199	39
		1183	197	37
		1184	196	37
		1185	75	37
		1186	73	35
		1187	74	38
		1188	77	38
		1189	75	37
		1190	75	38
		1191	75	37
		1192	76	38
		1193	75	35
		1194	76	40
		1195	74	38
		1196	76	35
		1197	74	35
		1198	74	35
		1199	76	35
		1200	77	38
		1201	77	37
		1202	77	38
		1203	75	37
		1204	153	42
		1205	74	37
		1206	77	37
		1207	74	37
		1208	73	38
		1209	75	37
		1210	74	35
		1211	76	38
		1212	76	37
		1213	75	39
		1214	74	38
		1215	76	39
		1216	216	43
		1217	214	43
		1218	203	42
		1219	203	41
		1220	202	40
		1221	201	41
		1222	198	40
		1223	203	40
		1224	197	39
		1225	198	40
		1226	74	37
		1227	85	40
		1228	81	35
		1229	82	33
		1230	83	37
		1231	82	37
		1232	81	36
		1233	81	37
		1234	82	37
		1235	80	37
		1236	81	36
		1237	225	46
		1238	212	41
		1239	210	41
		1240	210	41
		1241	207	42
		1242	209	41
		1243	206	41
		1244	207	40
		1245	205	40
		1246	204	38
		1247	205	41
		1248	206	40
		1249	203	41
		1250	204	42
		1251	203	40
		1252	204	38
		1253	202	39
		1254	81	36
		1255	81	36
		1256	82	37
		1257	1269	231
		1258	1612	299
		1259	1732	316
		1260	1781	326
		1261	1796	328
		1262	1812	324
		1263	1818	324
		1264	1989	335
		1265	1940	337
		1266	1942	339
		1267	1941	340
		1268	1946	340
		1269	1961	348
		1270	1946	339
		1271	1952	345
		1272	1956	342
		1273	1835	343
		1274	1839	341
		1275	1838	342
		1276	1838	344
		1277	1841	338
		1278	1840	341
		1279	39	26
		1280	38	29
		1281	40	28
		1282	38	28
		1283	39	26
		1284	38	28
		1285	38	28
		1286	39	28
		1287	39	27
		1288	39	26
		1289	40	28
		1290	39	28
		1291	39	27
		1292	40	29
		1293	40	27
		1294	38	27
		1295	39	30
		1296	39	27
		1297	38	29
		1298	78	38
		1299	75	39
		1300	75	37
		1301	76	36
		1302	77	38
		1303	74	40
		1304	76	39
		1305	217	44
		1306	205	38
		1307	203	39
		1308	202	39
		1309	202	38
		1310	200	39
		1311	202	38
		1312	199	37
		1313	200	37
		1314	75	35
		1315	76	37
		1316	76	37
		1317	86	38
		1318	84	36
		1319	74	37
		1320	75	34
		1321	76	34
		1322	75	37
		1323	74	37
		1324	78	38
		1325	74	37
		1326	76	38
		1327	76	38
		1328	76	37
		1329	76	38
		1330	75	37
		1331	75	37
		1332	77	39
		1333	75	37
		1334	76	37
		1335	76	37
		1336	75	37
		1337	75	38
		1338	75	38
		1339	75	35
		1340	74	34
		1341	222	43
		1342	207	42
		1343	204	39
		1344	200	40
		1345	199	37
		1346	199	36
		1347	198	38
		1348	196	38
		1349	196	38
		1350	74	36
		1351	75	34
		1352	77	38
		1353	75	38
		1354	75	38
		1355	74	37
		1356	77	37
		1357	75	38
		1358	74	36
		1359	74	38
		1360	76	37
		1361	76	38
		1362	76	38
		1363	76	38
		1364	75	38
		1365	75	35
		1366	76	38
		1367	75	37
		1368	75	37
		1369	74	38
		1370	74	37
		1371	74	37
		1372	76	37
		1373	76	38
		1374	75	38
		1375	75	38
		1376	75	37
		1377	75	38
		1378	81	37
		1379	76	38
		1380	75	38
		1381	74	39
		1382	219	41
		1383	208	41
		1384	203	40
		1385	203	39
		1386	200	41
		1387	199	39
		1388	198	38
		1389	196	39
		1390	198	38
		1391	75	37
		1392	74	36
		1393	75	36
		1394	75	37
		1395	76	39
		1396	74	37
		1397	75	35
		1398	74	35
		1399	75	37
		1400	75	34
		1401	73	36
		1402	75	37
		1403	82	37
		1404	81	34
		1405	82	37
		1406	81	37
		1407	81	38
		1408	81	36
		1409	82	37
		1410	81	37
		1411	222	46
		1412	214	41
		1413	214	42
		1414	209	39
		1415	209	42
		1416	208	41
		1417	207	41
		1418	207	41
		1419	207	41
		1420	206	41
		1421	207	38
		1422	207	38
		1423	204	36
		1424	204	37
		1425	204	38
		1426	205	38
		1427	83	35
		1428	81	35
		1429	83	36
		1430	99	33
		1431	100	32
		1432	98	34
		1433	247	60
		1434	276	56
		1435	314	62
		1436	317	54
		1437	439	62
		1438	404	62
		1439	399	62
		1440	461	62
		1441	460	61
		1442	451	60
		1443	448	60
		1444	443	62
		1445	447	59
		1446	315	61
		1447	310	60
		1448	318	60
		1449	304	59
		1450	335	60
		1451	296	59
		1452	290	60
		1453	277	62
		1454	289	61
		1455	274	60
		1456	276	63
		1457	285	64
		1458	263	63
		1459	271	63
		1460	268	64
		1461	293	64
		1462	1813	323
		1463	1954	334
		1464	2002	349
		1465	2011	344
		1466	1998	354
		1467	1993	354
		1468	1964	357
		1469	1985	359
		1470	2009	360
		1471	2023	357
		1472	2026	358
		1473	2053	349
		1474	2047	354
		1475	2050	359
		1476	2072	360
		1477	2081	359
		1478	2000	339
		1479	1992	332
		1480	1983	334
		1481	1986	333
		1482	1994	334
		1483	1989	332
		1484	1985	335
		1485	1988	333
		1486	173	23
		1487	49	25
		1488	50	25
		1489	49	24
		1490	50	23
		1491	50	23
		1492	49	25
		1493	58	26
		1494	50	23
		1495	49	25
		1496	50	25
		1497	50	22
		1498	49	25
		1499	49	25
		1500	49	25
		1501	49	25
		1502	49	24
		1503	48	25
		1504	85	33
		1505	85	34
		1506	85	35
		1507	83	33
		1508	84	34
		1509	85	34
		1510	87	33
		1511	83	34
		1512	87	33
		1513	233	41
		1514	222	38
		1515	205	41
		1516	202	39
		1517	203	35
		1518	199	39
		1519	201	35
		1520	197	38
		1521	196	37
		1522	82	36
		1523	80	37
		1524	83	35
		1525	81	36
		1526	81	37
		1527	83	33
		1528	81	35
		1529	81	36
		1530	82	33
		1531	81	34
		1532	228	45
		1533	219	42
		1534	213	43
		1535	209	39
		1536	209	41
		1537	209	41
		1538	208	36
		1539	207	41
		1540	206	41
		1541	209	39
		1542	205	39
		1543	205	39
		1544	212	46
		1545	210	46
		1546	981	82
		1547	961	80
		1548	977	77
		1549	840	74
		1550	95	88
		1551	96	87
		1552	87	43
		1553	88	44
		1554	859	74
		1555	860	73
		1556	853	75
		1557	843	73
		1558	104	90
		1559	92	91
		1560	4956	485
		1561	4827	461
		1562	5594	494
		1563	5588	491
		1564	5580	496
		1565	5595	492
		1566	4860	505
		1567	4816	502
		1568	4789	454
		1569	4690	450
		1570	4808	481
		1571	4795	479
		1572	4819	480
		1573	4804	475
		1574	4680	502
		1575	4646	486
		1576	4655	439
		1577	4664	440
		1578	4784	473
		1579	4790	470
		1580	4799	479
		1581	4786	481
		1582	4653	498
		1583	4653	502
		1584	4632	460
		1585	4643	452
		1586	4769	483
		1587	4786	476
		1588	5388	476
		1589	5393	479
		1590	5376	480
		1591	5364	472
		1592	5357	475
		1593	1098	465
		1594	1092	461
		1595	5448	481
		1596	1101	475
		1597	1096	471
		1598	1093	474
		1599	1095	471
		1600	1238	476
		1601	1235	478
		1602	1228	478
		1603	1223	477
		1604	1214	477
		1605	461	442
		1606	211	91
		1607	203	41
		1608	202	43
		1609	203	70
		1610	200	66
		1611	194	72
		1612	193	72
		1613	82	35
		1614	88	88
		1615	77	35
		1616	82	42
		1617	223	74
		1618	201	74
		1619	825	72
