param: TS:  Ptotal   Qtotal:=
		1		198		38
		2		199		37
		3		76		38
		4		77		37
		5		76		38
		6		75		37
		7		75		38
		8		78		37
		9		77		38
		10		77		37
		11		75		38
		12		86		39
		13		83		37
		14		84		34
		15		83		38
		16		82		37
		17		82		38
		18		84		38
		19		83		38
		20		83		39
		21		225		45
		22		219		42
		23		211		43
		24		211		40
		25		212		43
		26		209		41
		27		209		42
		28		208		40
		29		207		39
		30		206		40
		31		207		40
		32		206		37
		33		206		39
		34		203		41
		35		204		38
		36		204		39
		37		205		39
		38		204		38
		39		202		39
		40		81		36
		41		83		37
		42		76		37
		43		78		39
		44		77		39
		45		75		37
		46		77		36
		47		77		40
		48		77		38
		49		76		37
		50		78		38
		51		76		39
		52		76		39
		53		76		39
		54		76		40
		55		223		45
		56		208		40
		57		203		38
		58		202		39
		59		202		38
		60		200		36
		61		199		36
		62		197		37
		63		198		38
		64		76		37
		65		75		38
		66		76		37
		67		75		38
		68		74		39
		69		76		34
		70		77		37
		71		77		37
		72		77		38
		73		77		35
		74		76		37
		75		77		39
		76		75		37
		77		75		38
		78		76		38
		79		76		37
		80		77		38
		81		76		38
		82		76		37
		83		76		37
		84		75		39
		85		76		38
		86		77		38
		87		77		40
		88		77		35
		89		76		37
		90		76		39
		91		75		37
		92		79		37
		93		75		39
		94		76		38
		95		78		39
		96		77		39
		97		77		38
		98		78		38
		99		217		43
		100		217		42
		101		206		39
		102		204		40
		103		203		39
		104		201		38
		105		201		37
		106		200		39
		107		199		37
		108		199		38
		109		76		36
		110		75		37
		111		75		37
		112		78		39
		113		77		38
		114		78		38
		115		78		38
		116		77		38
		117		77		39
		118		75		37
		119		76		38
		120		76		38
		121		78		38
		122		76		38
		123		76		39
		124		76		37
		125		77		39
		126		76		37
		127		76		37
		128		78		39
		129		76		38
		130		79		40
		131		75		39
		132		76		37
		133		75		38
		134		79		38
		135		77		37
		136		76		38
		137		79		37
		138		76		39
		139		78		35
		140		75		37
		141		77		34
		142		77		38
		143		75		37
		144		76		38
		145		223		45
		146		210		42
		147		204		40
		148		204		39
		149		201		39
		150		202		38
		151		199		39
		152		199		38
		153		199		37
		154		75		37
		155		77		39
		156		77		37
		157		78		39
		158		75		37
		159		75		37
		160		76		34
		161		77		37
		162		86		41
		163		76		38
		164		75		37
		165		75		39
		166		76		35
		167		76		38
		168		75		37
		169		75		37
		170		75		37
		171		77		38
		172		76		35
		173		76		38
		174		76		38
		175		76		38
		176		76		38
		177		76		36
		178		75		37
		179		76		37
		180		74		39
		181		76		38
		182		76		37
		183		75		38
		184		220		44
		185		205		40
		186		203		39
		187		203		38
		188		203		39
		189		201		38
		190		197		37
		191		197		37
		192		198		38
		193		76		38
		194		77		35
		195		75		35
		196		75		35
		197		76		37
		198		75		38
		199		75		38
		200		77		38
		201		75		38
		202		78		38
		203		76		37
		204		77		38
		205		77		38
		206		74		38
		207		76		38
		208		77		37
		209		76		38
		210		75		37
		211		76		38
		212		76		36
		213		77		38
		214		77		36
		215		75		36
		216		83		36
		217		82		38
		218		84		38
		219		84		36
		220		83		39
		221		231		46
		222		212		42
		223		212		40
		224		211		40
		225		211		41
		226		209		40
		227		207		41
		228		206		40
		229		206		40
		230		207		39
		231		205		39
		232		206		40
		233		206		39
		234		204		40
		235		204		38
		236		205		39
		237		203		40
		238		203		38
		239		82		36
		240		82		38
		241		84		38
		242		82		37
		243		82		36
		244		86		39
		245		75		37
		246		76		39
		247		77		39
		248		220		42
		249		214		43
		250		207		39
		251		202		38
		252		200		39
		253		200		40
		254		199		38
		255		199		35
		256		198		36
		257		197		36
		258		77		37
		259		77		36
		260		75		36
		261		76		37
		262		76		37
		263		75		38
		264		75		37
		265		76		34
		266		76		36
		267		75		38
		268		75		38
		269		76		38
		270		75		37
		271		76		36
		272		75		38
		273		76		37
		274		75		38
		275		75		37
		276		77		37
		277		75		38
		278		77		36
		279		76		37
		280		77		38
		281		78		37
		282		75		38
		283		75		38
		284		75		38
		285		74		36
		286		75		38
		287		76		37
		288		76		36
		289		77		34
		290		75		38
		291		77		38
		292		76		38
		293		221		44
		294		206		41
		295		203		39
		296		201		39
		297		201		37
		298		198		39
		299		198		39
		300		198		38
		301		197		37
		302		75		38
		303		76		37
		304		85		39
		305		82		35
		306		75		38
		307		74		37
		308		75		36
		309		75		37
		310		75		35
		311		75		37
		312		75		37
