0,0,0,0,123,6,37,18,0,0,38,14,198,38
0,0,0,0,123,6,38,17,0,0,38,14,199,37
0,0,0,0,0,6,38,18,0,0,38,14,76,38
0,0,0,0,1,7,37,17,0,0,39,13,77,37
0,0,0,0,0,6,38,18,0,0,38,14,76,38
0,0,0,0,0,6,38,18,0,0,37,13,75,37
0,0,0,0,0,6,37,18,0,0,38,14,75,38
0,0,0,0,1,6,38,18,0,0,39,13,78,37
0,0,0,0,1,6,38,18,0,0,38,14,77,38
0,0,0,0,0,6,39,17,0,0,38,14,77,37
0,0,0,0,0,6,37,19,0,0,38,13,75,38
0,0,0,0,10,8,38,17,0,0,38,14,86,39
0,0,0,0,7,6,38,17,0,0,38,14,83,37
0,0,0,0,8,6,38,14,0,0,38,14,84,34
0,0,0,0,8,5,37,19,0,0,38,14,83,38
0,0,0,0,7,6,37,17,0,0,38,14,82,37
0,0,0,0,7,5,37,19,0,0,38,14,82,38
0,0,0,0,7,6,39,18,0,0,38,14,84,38
0,0,0,0,7,5,38,19,0,0,38,14,83,38
0,0,0,0,7,6,38,18,0,0,38,15,83,39
0,0,0,0,149,13,38,18,0,0,38,14,225,45
0,0,0,0,142,11,39,17,0,0,38,14,219,42
0,0,0,0,136,10,37,19,0,0,38,14,211,43
0,0,0,0,135,9,38,17,0,0,38,14,211,40
0,0,0,0,135,10,38,19,0,0,39,14,212,43
0,0,0,0,133,9,38,18,0,0,38,14,209,41
0,0,0,0,133,9,38,19,0,0,38,14,209,42
0,0,0,0,132,9,38,17,0,0,38,14,208,40
0,0,0,0,131,8,38,17,0,0,38,14,207,39
0,0,0,0,131,9,37,17,0,0,38,14,206,40
0,0,0,0,131,8,38,18,0,0,38,14,207,40
0,0,0,0,130,8,38,15,0,0,38,14,206,37
0,0,0,0,130,8,37,17,0,0,39,14,206,39
0,0,0,0,129,8,36,19,0,0,38,14,203,41
0,0,0,0,129,7,37,17,0,0,38,14,204,38
0,0,0,0,128,7,38,18,0,0,38,14,204,39
0,0,0,0,129,7,38,18,0,0,38,14,205,39
